icd1,sales,profit,profits,profitpure,equity,assets
3,3363,92,103,64,816,1906
3,11441,525,590,334,5315,9610
3,30948,2422,2432,1511,10527,18752
3,29048,324,309,188,1297,6737
3,12178,300,298,200,1584,4311
3,6246,227,225,280,1490,3261
4,3148,808,807,686,3302,3765
3,18679,524,395,167,2493,5440
3,5751,1495,1471,991,2539,3707
3,712,36,17,61,1179,2218
3,1353,48,-518,-578,3245,11643
4,13901,-184,-195,-742,2766,4531
3,3243,180,585,476,1977,8168
3,5514,1409,1398,887,5256,17528
3,9469,947,994,670,14925,19651
3,375,58,61,43,1600,1664
3,6290,1240,1285,936,9454,12002
3,63474,2962,2943,2240,9852,18482
3,11543,359,489,752,3303,10824
3,1156,372,331,312,5005,7211
3,823,-113,-118,-167,555,700
3,372,125,124,-68,536,1058
3,2150,137,134,88,716,2725
3,4757,381,374,208,1407,2048
3,2372,175,160,104,1214,1736
4,1612,277,264,191,1467,1811
3,182,6,-37,10,559,608
4,3016,1042,1107,-1483,18833,27376
4,3007,217,236,192,1658,2509
4,3170,138,145,546,1011,2191
3,44351,436,568,101,12347,31936
3,7855,327,334,239,1039,2512
3,420,43,86,57,1404,4294
3,4762,656,660,417,2158,3243
3,3262,385,386,258,2140,2664
3,13469,399,388,312,1896,4223
3,8130,446,417,272,1943,3083
3,1351,195,212,146,1350,1539
4,3039,542,517,549,2091,3482
3,4267,893,828,484,1919,6031
3,9790,855,876,667,4139,6772
3,6470,254,267,194,1547,4646
3,1385,198,204,297,2526,3767
3,419,131,130,90,869,967
3,3711,276,313,176,1307,2491
3,1803,95,113,62,859,1236
3,658,72,69,52,145,307
3,11288,782,1024,591,5826,16788
3,4857,139,139,86,848,1567
3,2627,230,221,174,410,2186
3,16319,1052,1380,1103,2257,12002
3,1263,88,74,96,748,952
3,1646,1263,1272,1265,95408,95469
3,347,-10,131,164,5285,6777
3,43204,34229,35169,24134,12699800000,32123200000
3,20074,18498,17110,17669,65095400000,77670400000
3,9716,1283,1587,459,8876,19641
3,4839,2549,5830,4817,33198,53852
3,3110,2311,2275,2149,19585400000,19596100000
3,2911,337,350,205,8339,14856
3,7188,5289,5284,5231,45362900000,45714500000
3,33186,31668,31533,31486,91649200000,97723500000
3,5947,-148,-193,-171,627,6736
3,7465,6785,6666,6644,37146800000,41638900000
3,2902,1290,2160,1740,10937,13437
3,3136,842,840,564,2874,4038
3,2168,585,897,702,3574,11270
3,8609,1325,1391,840,6278,11675
3,3078,2119,2055,2050,4472,11460
3,1345,111,167,122,450,4342
3,3075,2296,2253,2242,15966900000,16722200000
3,477,42,23,21,38174,38253
3,4597,3594,3472,3474,32049100000,3212500000
3,47151,1616,1680,-48,16318,29538
3,4446,17,21,11,1014,2823
3,21831700000,5432,5481,3878,63657,14698400000
3,29259,1163,1372,955,12713,25510
3,23804500000,11895,14626,9658,64852,1561400000
3,59740,42,466,624,23102,42366
3,63427,514,640,21,11841,27010
3,19449,304,419,270,6224,14973
3,4541,-4,38,39,3861,6453
3,80011,-21,0,-48,8577,26027
3,11627400000,2382,3554,2716,45497,74647
3,26459,481,610,420,11639,18635
3,48816,3714,3734,2581,25589,40087
3,57718,1071,1462,780,16225,34966
3,44434,7,695,90,20886,29415
3,36437,11,11,2,2036,5124
3,73798,-2033,-2314,-6110,22667,46609
3,16777,4793,4941,3436,36802,40780
3,8579,91,105,19,3416,4722
3,48876,174,230,36,10503,33898
3,254387000000,15173,17625,13476,17404800000,6978700000
3,1648,10,29,-287,30772,35057
3,19619300000,4110,4412,2976,50263,71673
3,10019100000,14318,16319,12466,83041,14053800000
3,28178,14664,16878,15938,28804300000,34406300000
3,10853300000,1869,2176,1677,26893,54656
3,12318,605,641,480,8634,11391
3,3333,39,48,734,1375,1947
3,19652,3425,6127,4102,34615,38251
3,9834,872,867,576,4748,10390
3,12928100000,1336,1352,453,9345,37278
3,37391,1345,1495,1173,14296,20740
3,26000,1710,1821,1232,16586,26603
3,82215,2482,2908,2091,27265,43844
3,63689,7245,7708,5326,54188,75360
3,6854,81,99,13,2100,4023
3,47433,1569,1822,1335,16879,27974
3,10012400000,744,848,527,12881,32522
3,44220,622,835,491,32720,38472
3,90518,4873,5295,3616,66013,84504
3,64485600000,10970,18505,13700,1577600000,39120700000
3,26126,760,1030,687,15037,21854
3,11930,430,485,293,13440,18775
3,5931,804,834,576,9342,11937
3,62230,238,451,225,17763,28720
3,33128,2346,2423,1778,10781,22971
3,69932,2126,2489,1756,20653,39920
3,13935,716,713,360,5676,9266
3,5018,1597,1492,1527,7297,20615
3,1631,-153,51,-63,6166,16733
3,70557,3337,3378,2233,24818,39152
3,18579600000,8225,8144,3979,44976,1011400000
3,26812700000,6426,7165,6604,48681,10933500000
3,39313,137,78,-565,1155,16328
3,32743300000,19692,18586,10684,11418600000,31635400000
4,14606300000,8935,10323,2902,53721,10734200000
3,1216,-257,-250,-526,606,1139
3,74312,2077,3118,1774,12381,34356
3,28902,59,152,159,21246,35359
3,84079,1060,1186,1445,17842,39111
3,4909,904,1711,1254,10207,18648
3,8587,72,115,52,2911,5148
3,38102,2326,2541,1784,12307,25274
3,706,330,334,304,10177,13816
3,29806,24917,21162,21215,10626600000,67423600000
3,14192,1240,1270,830,7081,12016
3,2373700000,2913,1437,1827,29944,92382
3,11612700000,97,280,341,6220,19490
3,1387,-332,-311,-204,3834,4154
3,13816700000,3602,3935,2181,61812,10326700000
3,25444800000,2717,7222,6297,55342,34268700000
3,24140,1282,1417,957,11836,14838
3,12791500000,848,1888,1553,33139,60756
3,13657,77,87,-56,7335,16956
3,24605,-25,35,50,4822,9951
3,25287,592,662,414,16425,19151
3,18397,159,992,505,10216,17640
3,15003,78,56,-171,5457,14154
3,66969,13526,14755,9809,66927,83183
3,23137,748,759,503,10738,19638
3,5370,96,117,95,2494,4575
3,2792,2036,2086,2103,16246,18784
3,9957,175,255,171,1528,5952
3,45482,10428,10876,7803,46569,67740
3,9706,133,64,-57,728,5905
3,3262,174,104,50,3242,9710
3,3495,-157,-125,-312,2358,3020
3,28732,249,125,-34,9331,15634
3,14785,305,275,-130,4904,14001
3,20720,-226,-69,226,21894,27104
4,35909,3602,4413,3305,24343,36883
3,27844,995,1162,1060,14266,17178
3,4626,21,82,-24,3226,6967
3,23461800000,2751,2673,933,41218,14860600000
3,10162,1114,1189,979,13247,18007
3,25260,-374,-171,-2137,813,7999
3,548,75,85,206,4385,4907
3,28009,-1238,-1147,-2831,10414,18950
3,13147600000,7879,9503,6448,37256,62081
3,54252,3802,4149,2872,24154,46048
3,6790,776,780,678,2826,3439
3,57340,2793,2945,2004,17798,43491
3,41862,4729,4697,3081,24972,30775
3,121,-925,-925,-1000,864,1386
3,87787,948,2708,2283,12232,54049
3,9293,-963,-837,-836,5311,8246
3,3880,500,656,800,28338,89759
3,33288,1897,2263,1328,20819,29876
3,13912,228,196,96,5125,11036
3,14686,66,225,24,2316,10773
3,9116,150,207,-221,4474,7568
3,22994,1972,2978,2237,21367,30140
3,44773,4357,4576,2774,30243,41979
3,9321,1063,1228,815,11318,15210
3,31209,2073,2299,1540,12866,18022
3,43938,2360,2334,1564,16754,32616
3,43519,14189,14838,11627,1542400000,22252500000
3,15044,750,718,460,5694,11855
3,36210,682,793,542,6742,24450
3,8147,633,669,424,3133,4163
3,12828,846,817,505,2261,4592
4,24007,4196,4474,3264,16767,22681
4,4902,575,680,415,4708,5686
4,14627,3746,3556,3105,38772,93696
3,1034,-281,-272,-1961,3700,12583
3,498305000000,22157,30706500000,28647900000,108107000000,308649000000
3,550031000000,-41922,14124800000,11930200000,67763800000,339281000000
3,34519,1712,1495,382,19478,34904
3,95340,1605,1968,1145,29948,51045
3,66194,1111,1652,1375,14440,37363
3,15044,14522,14517,14401,24630,41974
3,1691900000,5140,6125,4452,45895,77464
3,353567000000,-7986,86235,58684,55945300000,218698000000
3,6457,562,1485,1128,35100,44913
3,40839300000,697,9703,7189,93925,27975100000
3,33205,890,939,2816,6431,22928
3,1587,213,233,-545,10852,25753
3,24515,20387,21225,59681,55812600000,79563500000
3,10774800000,-257,69,286,16147,30839
3,383768000000,-1.5092200000,21274200000,21997700000,20506000000,63509000000
3,32169300000,2289,4043,2500,68376,24143900000
3,47555300000,42117,57540,46175,33787200000,52848500000
3,30996400000,5790,6954,3542,72105,13258800000
3,87518,563,984,902,8162,17346
3,68621,4,91,73,5945,16626
3,2222,1103,1132,1080,16850,35754
3,10286700000,282,342,199,8918,21839
3,47260700000,13951,16484,11958,78252,22049500000
3,10085500000,4370,5285,3827,21250,74163
3,235364000000,-24878,26320800000,25736100000,12511000000,430741000000
4,17529800000,12793,18269,13886,95813,16025500000
3,96077,700,1628,1211,22504,67400
3,13464700000,4630,5011,2489,33721,91755
3,47322900000,15669,18987,13287,29742600000,48937100000
3,14052800000,1373,1621,1311,23366,73759
3,193900000,2673,3146,2386,38807,11777400000
3,35337200000,10376,12225,8342,97595,17783100000
3,85016,1077,1241,827,57601,70111
3,12554900000,2292,2573,1745,24013,74699
3,31509,531,749,497,11350,17942
3,8348,103,125,84,1493,6184
3,40325800000,8294,10479,7573,64869,22094900000
3,77392500000,4336,4552,2179,37696,22280900000
3,12412700000,1803,1921,1469,22125,61178
3,166977000000,22228,20411,11681,18005600000,82365200000
3,11420200000,3821,4067,2873,39202,80694
3,2134400000,5060,5198,3599,59639,12079300000
3,83887,2008,2099,1505,11829,40618
3,33873,1928,2167,1469,24028,33731
3,50877300000,7812,13813,10626,11001300000,32307900000
3,2787,501,675,803,51794,12930600000
3,95110,1495,1820,1453,8576,47320
3,83055,1045,1186,-942,10198,45889
3,41776,142,1417,1268,15852,44532
4,58969,6462,7753,5640,41916,57682
3,28242700000,5554,7562,5925,77507,14060800000
3,30535900000,5387,9395,10699,11956500000,23966500000
3,73588,631,941,661,12644,39518
3,10594100000,1036,1675,1173,18519,45947
3,69480,7,346,334,6988,29197
3,5408,-475,-454,-491,4116,5432
3,39039800000,1064,1779,3088,42647,16206500000
3,19779,4217,4400,3043,21916,26209
3,23722,-250,349,-127,9260,19477
3,59507,5563,5873,4019,91477,12050900000
3,13970,8672,10190,10238,13991600000,19567600000
3,11794500000,6099,6794,4596,10011800000,15361500000
3,2757,604,985,728,21938,32479
3,94140400000,2332,8869,7918,90583,24058700000
3,40478,175,372,430,10474,23678
3,40808,2342,4784,3587,25786,54921
3,11599300000,1937,2218,1609,24677,60960
3,22839,311,311,307,9576,17124
3,10730,9,63,-482,11856,20965
3,15897100000,961,1070,-50,65348,10863600000
3,83110,113,761,431,19438,69577
3,21094,-40,635,478,22769,26309
3,40956,148,274,26,12811,15450
3,20471,680,963,669,7040,14196
3,87865,447,977,953,32012,57494
3,20818,391,446,343,11033,18832
3,48312,812,904,-983,41572,54922
3,73906,-323,4820,4620,43348,96087
3,10193200000,1369,1671,1069,23931,62557
3,13661300000,5332,5626,4075,52845,97926
3,45086,2573,2564,1659,29803,39444
3,18193,681,637,186,13799,25416
3,63972,-382,247,7448,39348,59727
3,24997,-1623,-1385,-2013,5441,11951
3,11483800000,-1560,-753,342,41881,81142
3,17738600000,3389,3501,1569,19690,47004
3,91859,5125,5218,3266,47017,11590600000
3,6954,17,28,28,10283,12606
3,19995600000,895,1201,-2738,41781,79769
3,14638700000,8994,9143,6049,18869800000,23730500000
3,90522,2776,3552,3595,65558,97389
3,96092,602,734,389,14360,34998
3,69807500000,12292,12850,7423,76646,25349700000
3,22169700000,5480,5395,2606,50003,72812
3,21380,1000,2156,1010,17144,29201
3,57333,-854,-2656,-6925,39876,51477
3,1500,1320,1252,2141,2814,6111
3,15271,223,245,23,5245,9073
3,6875,-209,-203,-454,1594,4981
3,5660,885,7063,6547,11644700000,15717400000
3,290,-49,18,-12,3151,4108
3,26108100000,2734,2962,353,75345,13352800000
3,33297200000,12653,13704,8227,14575100000,29994200000
3,18457300000,12653,12578,3831,21075600000,32071500000
3,9707,270,274,188,1964,5314
3,6882,63,75,70,4185,6268
3,53983400000,26153,26322,16289,36136400000,39904400000
3,18600600000,1301,1811,903,20117,48830
3,19010,314,236,134,10282,15966
3,72919800000,8541,21097,10441,27831400000,82878400000
3,83811,2081,1967,1542,20247,57327
3,26153600000,5127,4520,4290,33428,12107400000
3,43146,401,234,-4784,1244,24277
3,51499,548,1805,1629,31028,45262
3,56940,7947,9868,4117,12728800000,29220300000
3,25901800000,33543,39634,25875,40753300000,310728000000
3,19372,-37,-162,-144,1239,11022
3,2720,1905,1913,1821,26353,32272
3,9084,-223,-267,-653,1391,4258
3,20252,279,343,251,1912,11048
3,57815,1065,-1040,-2950,6434,49366
3,56424,37899,17643,17668,67087100000,146862000000
3,68699100000,29141,29177,20466,16610500000,4143500000
3,37475500000,10553,11972,8921,13496300000,25670300000
3,303100000,5723,6427,5567,74991,14488100000
3,38099200000,16059,15984,11139,93640,21079900000
3,10668,5478,6212,2275,10484800000,11225700000
3,57572800000,15316,21153,14859,17988400000,27462500000
3,101525000000,25399,28528,19767,19723700000,39360300000
3,32709,399,1150,885,24950,48269
3,27479200000,2856,3151,1085,50061,94373
3,7408,1602,1532,1721,26013,56179
3,4112,1321,2963,2791,11502700000,212900000
3,14375,798,796,523,6573,12484
3,22746,14584,14155,14219,53088800000,68375500000
3,44402800000,38830,44350,29802,30184200000,257441000000
3,424,-162,-132,-221,2638,2818
3,27330,7949,2040,5457,35844600000,78050800000
3,20971,2812,3654,2677,13066200000,437947000000
3,70991,468,1519,5208,91200,5564500000
3,2271,344,244,588,6610,16945
3,30368100000,16623,16985,11833,17273800000,103648000000
3,24703,14552,14170,13740,21990300000,37397200000
3,20363600000,33635,37472,29927,31079200000,107052000000
3,12704700000,13518,13573,8848,15137400000,37851000000
3,58520500000,14095100000,15546700000,12895800000,11715000000,475431000000
3,47408100000,27460,50791,46279,49732400000,423681000000
3,39537,907,951,619,8010,13128900000
3,23268,3089,3223,2028,27894,1348200000
3,2200,1697,1699,1667,91743,91815
3,10522100000,71084,77102,86505,91694300000,243472000000
3,10583,7131,7635,4455,75635,91888
3,15648,21,526,496,41549,80975
3,10396,-1711,-931,-2223,38265,67532
3,15737,7252,9414,8611,10615100000,2103800000
3,639,-371,-205,-149,16758,20026
3,11533,-608,-142,184,38070,63345
3,17790,753,1892,1725,32670,45598
3,27313,13451,13592,9562,96579,69599300000
3,12391,529,743,882,23970,38820
3,48932,43082,44486,46805,11803500000,24688300000
3,8018,4837,4967,5100,77020,10532500000
3,795,514,952,673,26517,27009
3,2898,504,548,406,7064,8722
3,21202,5881,5936,4295,42151,100992000000
3,354,110,104,86,5836,6653
3,6232,1199,1442,1438,42047,64095
3,1760,1639,1897,1878,36738,38832
3,11484,-2145,-1285,425,53047,85246
3,3157,356,353,243,10856,10275400000
3,4726,2877,3018,2960,61893,75055
3,6334,5223,5262,5365,19163900000,19401200000
3,1374,167,123,90,16658,17654
3,771,332,339,393,5108,5391
3,2489,-99,3087,1668,14987,22638
3,323,-114,-74,-68,7447,7798
3,3538,66,108,72,5134,18373
3,5770,687,743,569,9414,50551
3,15781600000,14753200000,14568300000,14449400000,125733000000,17082000000
3,29983700000,28226400000,28196700000,27837400000,240337000000,240907000000
3,4911,922,921,610,2863,4990
3,5917,2213,2436,1654,9939,15522
3,6002,4266,4269,2763,35165,71475
3,34321,7919,7715,5857,10378600000,32915100000
3,28561,9133,9554,6885,15144600000,35676300000
3,14548,5279,5153,3992,63901,1324100000
3,24371,492,440,338,10857,32011
3,141,-101,-105,-107,1986,2332
3,12810,5348,5585,3904,82397,10356600000
3,91425,5018,4521,3682,27557,12292200000
3,47783400000,5561,6817,-68754,76644,260700000
3,6630,-80,-63,-73,5026,11150
3,10081300000,5663,5348,3573,33319,13416400000
3,20946,2960,2596,1721,51408,88868
3,44899,2424,2178,1974,21616,67367
3,26977,7206,6943,4803,11260900000,17949600000
3,50188,5916,6160,3832,37889,60081
3,26431,1793,1791,1325,31968,51367
3,11525,2112,1900,1304,4291,21269
3,32434,772,553,416,4970,24805
3,6123,530,1016,1090,11843,16811
3,57053,11099,11054,14403,43922,75636
3,7114,686,679,567,2967,7449
3,70096,12654,11601,8060,33408,13063100000
3,13122,1591,1388,1167,5322,18882
3,4151,1207,1278,815,6044,6946
3,11394,421,229,190,3803,18243
3,30064,1088,2052,1661,22001,35258
3,14076,1306,1245,821,7147,21146
3,4469,3718,3667,3605,11571,13009
3,29333,3030,3000,-1753,16419,43020
3,1086,-204,-377,-239,2407,6766
3,21745,5855,6054,3704,27411,50918
3,21686,8704,8549,7027,1102900000,17989800000
3,4417,-253,-727,-5235,2719,22071
3,7967,288,189,47,2025,7260
3,66418,5145,4900,2991,21967,73849
3,15382,939,1153,1532,5907,13786
3,39287,3445,2687,1843,22558,86292
3,48722,13183,12846,8806,55683,10454800000
3,72738,8488,8931,5904,41623,64001
3,35498,1558,1454,962,9978,35723
3,1502,-92,-116,-281,1596,3409
3,2980,147,169,118,3156,4333
3,5452,123,196,83,2117,7938
3,21321,1799,2856,2068,17927,29325
3,23190700000,51547,45684,30850,38345200000,155958000000
3,21686,16035,16388,16158,14219900000,47814400000
3,28453100000,54538,54478,38292,5553100000,187721000000
3,15412600000,28541,26392,16381,15650300000,77998300000
3,17390100000,41397,38962,25983,32404600000,113026000000
3,12880100000,24588,26606,19681,23432600000,73418700000
3,85374,19685,24120,17929,18386200000,53924400000
3,29874,3951,3811,944,18392,86532
3,15699,3027,3255,2294,38454,94049
3,10848,1559,1175,704,16298,53591
3,211336000000,39187700000,35485200000,25116500000,25137000000,768857000000
3,98090600000,15072700000,13648900000,80613,79977900000,278235000000
3,146489000000,66774500000,59010500000,41404500000,33155000000,909212000000
3,18908,9808,11003,9755,35831500000,115857000000
3,20800400000,6406,7725,5636,78666,17560700000
3,2219,519,526,489,7482,16750
3,56266,3132,1809,331,20713,33970
3,20597,715,870,564,7839,13909
3,16657200000,11777,15455,2393,13060300000,5452800000
3,21957,46,45,685,34525,78584
3,31118,2861,2864,1638,29753,12063100000
3,12401,706,758,523,17913,21681
3,85618,10233,10475,6940,56027,81886
3,8386,194,228,153,6080,9454
3,23313,15488,17176,16971,24403600000,142646000000
3,45207,38806,40820,40755,51267400000,127879000000
3,10002600000,14255,15498,13602,18813200000,82695700000
3,30464,16167,16740,14301,14315600000,53135100000
3,12643,1919,1577,996,18211,91420
3,10981500000,22950,27815,21530,29103600000,79571300000
3,2860,354,315,302,4159,13583
3,7713,150,458,-412,3085,13709
3,51431,2718,3405,2503,35008,48793
3,25283,1394,1361,854,12242,23182
3,3474,825,777,654,13111,24651
3,115478000000,42366,53670,36512,3547900000,97439800000
3,37730,1289,1695,1122,13369,38125
3,40810200000,24957,26465,19528,13211500000,3261100000
3,99483,2381,3356,2540,38490,83731
3,45645,569,772,888,17155,34959
3,92502,5955,6953,5125,76910,11387400000
3,9305,4330,4705,3686,76903,21090400000
3,3009,2091,2338,2177,36830,68670
3,10413,9030,9444,9075,11083800000,1858700000
3,6169,90,106,80,2687,6377
3,29200,417,983,696,14683,22231
3,24664700000,14861,16569,11773,21618700000,38941800000
3,11013,9545,10117,10233,2590300000,34666400000
3,59581,2004,2653,1990,24272,76345
3,804,495,550,312,11019,16880
3,2309,211,177,153,7608,17148
3,21134,1510,1601,1338,27656,42634
3,6890,139,170,142,5552,9983
3,59184,3476,4771,3451,18682,36455
3,70307800000,-23256,7663,-24501,20929800000,136513000000
3,76016600000,12055,36260,36946,19960600000,103134000000
3,58640800000,-33800,-14633,-71056,17433,56595200000
3,12797100000,5657,8400,8666,70043,11061900000
3,10969,671,1014,689,6515,22285
3,72753,1558,4586,4541,60684,15182500000
3,5282,-10,50,203,2786,4805
3,13332,363,1171,267,9047,28269
3,22191700000,45728,53782,44254,3587200000,63293500000
3,17969,649,739,510,8887,22715
3,43446,1958,2051,1362,23880,45771
3,8176,689,975,807,17372,20997
3,25510900000,91462,86613,80038,87998900000,19665000000
3,39937,1264,1250,513,8537,28087
3,44093,2212,2441,1021,10852,60185
3,3215,1392,1400,1381,12900,35987
3,7800,885,1002,635,3674,4853
3,3465,97,138,125,1450,4165
3,7078,289,286,122,1216,3363
3,244,8,31,6,21918,23101
3,1191,125,161,1226,7557,15248
3,3033,-116,-108,-191,972,2041
3,1435,123,121,82,667,1130
3,31348300000,2090,2284,2339,47714,16399400000
3,29700,1625,1505,1802,3556,14182
3,1137,618,624,626,32653,32739
3,15743200000,9016,14619,10125,274400000,43346200000
3,56100,3436,3605,2111,40854,89709
3,47672,2569,2691,1555,35093,73213
3,22281,930,1346,945,16331,37303
3,6574,822,915,879,10551,21529
3,21409,-24,-223,448,21179,38628
3,87452,2396,3370,2063,42302,97702
3,22874,728,981,718,12994,40968
3,152,-324,-343,-478,3330,4475
3,26271,1418,1615,748,37120,45271
3,36186,2929,3972,2608,64866,11717300000
3,8448,187,209,133,1168,2337
3,28896,1439,1764,1178,20132,37865
3,4241,35,102,135,3883,6241
3,12999,458,460,309,15455,35904
3,58246,3930,4791,3367,64795,80148
3,39907,1646,1872,1176,22584,33950
3,44690,2590,2800,1292,30725,41284
3,7829,411,382,256,6279,11457
3,14318,427,472,281,2571,9871
3,7365,10,119,-20,2483,4624
3,24887900000,22255,24259,17318,32631300000,38265500000
3,14970,102,182,152,2483,8983
3,21191,715,746,425,5296,11316
3,42419,1477,1890,1246,25367,45914
3,11619700000,2949,11204,11383,84547,23875600000
3,34863,494,614,178,13491,30627
3,22151,916,993,669,4337,6154
3,10665,758,1012,712,5893,7180
4,4613,1554,1891,1767,52138,63398
4,6709,425,512,399,11748,13018
4,5948,5159,5177,5364,1604900000,1828300000
4,25442,2948,3046,2041,10058,14214
4,7608,352,379,233,3652,4470
4,7405,3428,1457,-98,11672,10332900000
4,11146,169,149,152,1174,4123
4,318,-76,-211,-117,2906,4063
4,26392500000,10277,10539,6921,42106,10350600000
4,3322,-474,-476,-479,739,2082
4,5340,-45,-49,-40,577,1104
4,17421,214,322,654,4577,10806
4,7507400000,61383300000,61286200000,119278000000,522225000000,709889000000
4,17245,9638,13781,11521,14891500000,56692500000
4,64283,13041,13201,9623,80068,94368
4,99625,4098,4141,2887,23180,42425
4,1324,280,250,34,2510,12136
4,13201,643,564,435,2587,11357
4,56021,624,6459,4592,25328,72911
4,5212,727,678,414,1702,4975
4,4977,1358,1357,842,5268,6878
4,5738,1633,1591,-17681,57532,89788
4,10620,816,823,531,12163,16345
4,8483,-570,-452,-1790,14960,19186
4,487,159,154,139,3959,4713
4,483,-71,-113,126,6752,8615
4,20034,1882,1884,1256,13358,26626
4,52528,1653,2361,1850,87199,17254800000
4,11090200000,25103,29245,20278,26458200000,38807500000
3,31392,766,780,528,9545,30875
3,141500000,13561,13795,9490,75976,18572600000
3,4009,2115,2233,2985,18226,88963
3,41068,3619,3942,2629,30583,48687
3,11975,474,485,308,5102,7825
3,5092,2017,1966,1701,25600,28465
4,10727,987,1039,774,11081,17686
3,31273,1770,1715,675,27978,45773
3,16173,2173,2228,1509,18351,21402
3,12259,402,434,445,12841,22393
3,1284,123,132,60,3565,6119
3,3618,196,203,117,2012,6170
3,7543,664,614,353,9657,29567
3,41353,5889,5922,3732,31768,59545
3,9046,970,1003,694,10715,12769
4,7030,597,647,454,8743,10465
4,12516,1046,1123,742,6956,11825
3,2015,361,404,263,10022,24469
3,28101,3924,4088,2666,42944,46970
3,5052,528,513,452,4938,7605
3,21113,3018,3320,2213,29146,67993
3,21707,7500,7530,4937,58591,83723
3,803,24,11,-195,421,1003
3,25207,117,-54,-612,12772,48493
3,64490,11002,9952,6420,98125,30439200000
4,61473,7675,8098,5768,49821,60863
4,12946,11403,11630,10070,11164200000,11549600000
4,147,-26,-28,-26,1661,1842
3,16952,636,972,614,19814,28753
4,14599,580,649,378,7626,16864
4,37623,3814,3998,2235,24462,33345
3,2938,-424,-555,-1010,94,7152
3,12051,804,849,319,4022,11129
4,77049,14651,18381,17304,81784,12110500000
4,6809,292,394,395,4945,6471
3,7062,-2826,-2835,2023,9442,28327
4,11545,543,1492,1265,6361,9080
3,321,-113,-114,-225,9867,11510
3,18812100000,6880,7517,5460,10538400000,24645200000
3,57973,4911,5160,3576,58521,78940
4,17682,493,618,464,8730,15328
3,23209,1933,1791,2786,18782,57843
3,21022400000,4415,6748,-1293,59188,10373400000
3,98074,7530,8089,6224,37736,84910
4,28414500000,30411,31933,24728,18948400000,31839700000
3,48443,1,673,225,24590,10094800000
3,10573,563,391,174,2442,17729
3,11093,661,779,545,18564,10090500000
3,57611,3556,5374,4023,34861,48393
3,46228,2917,4784,3663,40823,57515
3,28001,1104,1241,487,13882,56758
3,3427,137,155,182,3459,6830
3,39418100000,76833,88972,74016,78580100000,92147200000
4,34059,3288,3367,2267,18884,27457
3,51193,2618,2943,1868,19800,40399
3,78916,4619,4917,4107,25452,45832
4,15008200000,7754,8486,7035,10070400000,16666100000
4,17761,823,879,586,4651,9744
4,9012,673,699,483,5271,6782
4,53930,7923,8557,5974,47587,54426
3,14515,253,229,114,13868,32234
3,20105,764,1175,895,11075,30035
3,14908,1047,1110,1692,8031,12010
4,24870,21860,21989,21860,22397200000,24356800000
3,6416,129,145,97,2078,6180
3,18956,1881,1986,1404,16854,25389
3,9481,1208,1239,809,4100,7835
3,15995,758,757,486,7751,9940
3,26775,1362,1383,950,11428,16559
3,13958,6953,7533,5763,16373300000,21266500000
3,31130,2308,3272,1169,22235,37825
4,3232,2195,2246,2200,7473,8283
3,2465600000,8687,7084,503,41898,14492200000
3,32127,8294,8442,5982,59852,67693
3,15623,1167,1191,211,5478,12374
4,11313,1054,1063,761,7977,10284
3,1595,-45,-146,-112,2450,18995
3,183,-44,262,187,1992,3057
3,16452,794,867,584,11179,14899
3,2150,254,270,180,2676,3116
3,36356,660,604,387,6489,19413
3,37859,2093,2112,1711,7960,20449
3,15857,235,212,101,3228,11141
3,43512,15,-32,-8,10630,35736
3,77297,5770,6699,4510,59618,70189
3,87071,57370,65032,56788,41695500000,44182700000
3,26863,1537,1953,1431,15381,27732
3,67784,1941,2207,1253,18661,46547
3,15462,85,102,126,3415,9502
3,1935,196,363,158,13439,24656
3,7812,442,489,120,5678,6670
3,15891,216,305,165,14159,16551
3,2908,1367,1458,1288,24426,36934
3,35203,1415,1500,1018,9832,23850
3,59518,131,376,-908,47277,94680
3,20772,726,712,447,6488,14011
3,3113,483,816,666,18798,20668
3,19116,-1361,-1124,-1652,9789,15430
3,7516,-107,-147,-186,805,3176
3,14630,531,1620,1244,18140,25436
3,96834,8070,9033,5928,73808,97009
3,16510,363,373,223,19483,22221
3,47720,1074,1283,952,11129,33329
4,2554,1284,1273,1182,12726,20297
3,64297,683,794,264,13581,29441
3,7766,-53,-8,-74,7050,10449
3,5229,1025,862,555,25721,62914
3,21150,1793,1837,1122,7429,11467
3,10469,294,325,-195,13389,16778
3,12080900000,6436,6622,4446,74999,10359900000
3,33561,1320,1175,680,6856,25865
3,8373,589,567,538,5346,8288
3,60467,1890,2379,1600,18999,38866
3,88242,2493,2815,1892,15734,49974
3,11141,297,300,183,2422,6434
3,25738,-124,756,-818,4162,18414
3,7157,80,136,101,2955,5035
3,11953800000,1560,2339,1477,31359,55681
3,18014,221,320,214,8258,16896
3,17155,322,382,170,8854,17009
3,39110,2432,2785,1866,29697,34711
3,81416,6949,7335,4213,46872,63932
3,34653,629,739,-4460,9712,34288
3,14284300000,100,-293,-3476,59941,84389
3,5899,2586,2987,3444,69079,10230100000
3,7316,266,382,193,4159,5147
3,631,230,335,324,3466,7264
3,26248,4542,4653,4379,64472,70070
3,88742,3556,4056,3496,28653,71979
3,36956,375,489,332,6857,16750
3,7092,-99,-97,-379,288,5989
3,2429,94,-184,-101,-139,832
3,22606200000,9228,9837,6222,59610,11398100000
3,30784,340,414,-1632,9599,17748
